Hugo_Symbol	Frame_Shift_Del	Frame_Shift_Ins	In_Frame_Del	Missense_Mutation	Nonsense_Mutation	Splice_Site	Translation_Start_Site	total	MutatedSamples	AlteredSamples	n_samples	altered_sample_percentage
STAG2	0	1	0	0	2	0	0	3	2	2	6	33.33333333333333
AFF2	0	0	0	1	0	0	0	1	1	1	6	16.666666666666664
ANKHD1-EIF4EBP3	0	0	0	1	0	0	0	1	1	1	6	16.666666666666664
ARHGAP12	0	0	0	1	0	0	0	1	1	1	6	16.666666666666664
ARL6IP4	0	0	0	1	0	0	0	1	1	1	6	16.666666666666664
C1QTNF2	0	0	0	1	0	0	0	1	1	1	6	16.666666666666664
C3orf85	0	0	0	1	0	0	0	1	1	1	6	16.666666666666664
CAPRIN1	0	1	0	0	0	0	0	1	1	1	6	16.666666666666664
CC2D2B	0	0	0	1	0	0	0	1	1	1	6	16.666666666666664
CENPB	0	0	0	0	0	0	1	1	1	1	6	16.666666666666664
CKAP4	0	0	1	0	0	0	0	1	1	1	6	16.666666666666664
CPE	0	0	0	1	0	0	0	1	1	1	6	16.666666666666664
CYP2C9	0	0	0	1	0	0	0	1	1	1	6	16.666666666666664
DHX34	0	0	1	0	0	0	0	1	1	1	6	16.666666666666664
DNAH9	0	0	0	1	0	0	0	1	1	1	6	16.666666666666664
ERF	0	0	0	0	1	0	0	1	1	1	6	16.666666666666664
FAM47A	0	0	0	1	0	0	0	1	1	1	6	16.666666666666664
FCGBP	0	0	0	1	0	0	0	1	1	1	6	16.666666666666664
FOXF2	0	0	1	0	0	0	0	1	1	1	6	16.666666666666664
GABRA1	0	0	0	1	0	0	0	1	1	1	6	16.666666666666664
GLP2R	0	0	0	1	0	0	0	1	1	1	6	16.666666666666664
GTPBP1	0	0	0	1	0	0	0	1	1	1	6	16.666666666666664
IGHV3-11	0	0	0	1	0	0	0	1	1	1	6	16.666666666666664
KCNQ3	0	1	0	0	0	0	0	1	1	1	6	16.666666666666664
KIR2DL1	0	0	0	1	0	0	0	1	1	1	6	16.666666666666664
LYPD3	0	0	0	0	0	1	0	1	1	1	6	16.666666666666664
MAOB	0	0	0	1	0	0	0	1	1	1	6	16.666666666666664
MEX3D	0	0	1	0	0	0	0	1	1	1	6	16.666666666666664
MT-ND5	0	0	0	1	0	0	0	1	1	1	6	16.666666666666664
MUC5AC	0	0	0	1	0	0	0	1	1	1	6	16.666666666666664
NBPF11	0	0	0	1	0	0	0	1	1	1	6	16.666666666666664
NF1	0	0	0	1	0	0	0	1	1	1	6	16.666666666666664
NKX2-5	0	0	1	0	0	0	0	1	1	1	6	16.666666666666664
OR1A1	0	0	0	1	0	0	0	1	1	1	6	16.666666666666664
PHACTR4	0	1	0	0	0	0	0	1	1	1	6	16.666666666666664
PLCB3	0	0	0	0	0	1	0	1	1	1	6	16.666666666666664
PLEKHA7	0	0	0	1	0	0	0	1	1	1	6	16.666666666666664
PLEKHG1	0	0	0	1	0	0	0	1	1	1	6	16.666666666666664
POLR3GL	0	0	1	0	0	0	0	1	1	1	6	16.666666666666664
PRAMEF15	0	0	0	1	0	0	0	1	1	1	6	16.666666666666664
PRSS1	0	0	0	1	0	0	0	1	1	1	6	16.666666666666664
RBM25	1	0	0	0	0	0	0	1	1	1	6	16.666666666666664
RGS11	0	0	0	1	0	0	0	1	1	1	6	16.666666666666664
RHBDL3	0	0	0	1	0	0	0	1	1	1	6	16.666666666666664
RNF19B	0	0	0	1	0	0	0	1	1	1	6	16.666666666666664
RPL10	0	0	0	1	0	0	0	1	1	1	6	16.666666666666664
SGTA	0	0	0	1	0	0	0	1	1	1	6	16.666666666666664
SHROOM3	0	0	0	1	0	0	0	1	1	1	6	16.666666666666664
SLC4A8	0	0	0	1	0	0	0	1	1	1	6	16.666666666666664
SLC7A6	0	0	0	1	0	0	0	1	1	1	6	16.666666666666664
SOX1	0	0	1	0	0	0	0	1	1	1	6	16.666666666666664
SPHKAP	0	0	0	1	0	0	0	1	1	1	6	16.666666666666664
TCHH	0	0	0	1	0	0	0	1	1	1	6	16.666666666666664
TEPSIN	0	0	0	1	0	0	0	1	1	1	6	16.666666666666664
TTLL8	0	0	0	1	0	0	0	1	1	1	6	16.666666666666664
UGT2B7	0	0	0	1	0	0	0	1	1	1	6	16.666666666666664
WWC1	0	0	0	1	0	0	0	1	1	1	6	16.666666666666664
ZNF433	0	0	0	1	0	0	0	1	1	1	6	16.666666666666664
ZNF616	0	0	0	1	0	0	0	1	1	1	6	16.666666666666664
ZNF783	0	0	0	1	0	0	0	1	1	1	6	16.666666666666664
ZSWIM6	0	0	1	0	0	0	0	1	1	1	6	16.666666666666664
