Hugo_Symbol	Frame_Shift_Del	Frame_Shift_Ins	In_Frame_Del	In_Frame_Ins	Missense_Mutation	Nonsense_Mutation	Splice_Site	Translation_Start_Site	total	MutatedSamples	AlteredSamples	n_samples	altered_sample_percentage
NF2	2	1	0	0	0	0	1	0	4	3	3	12	25
AHNAK2	0	0	0	0	2	0	0	0	2	2	2	12	16.666666666666664
IGHV4-4	0	0	0	0	2	0	0	0	2	2	2	12	16.666666666666664
MT-ND5	0	0	0	0	2	0	0	0	2	2	2	12	16.666666666666664
REEP2	0	0	0	0	0	0	0	2	2	2	2	12	16.666666666666664
ZNF791	0	0	0	0	2	0	0	0	2	2	2	12	16.666666666666664
ADGRB2	0	0	0	0	1	0	0	0	1	1	1	12	8.333333333333332
AGRN	0	0	0	0	0	0	1	0	1	1	1	12	8.333333333333332
AHNAK	0	0	0	0	1	0	0	0	1	1	1	12	8.333333333333332
AKAP5	0	0	0	0	0	0	1	0	1	1	1	12	8.333333333333332
ALKBH5	0	0	0	0	1	0	0	0	1	1	1	12	8.333333333333332
ARAP3	0	0	0	0	1	0	0	0	1	1	1	12	8.333333333333332
ARGLU1	0	0	0	0	1	0	0	0	1	1	1	12	8.333333333333332
ARID4A	1	0	0	0	0	0	0	0	1	1	1	12	8.333333333333332
ASTN2	0	0	0	0	1	0	0	0	1	1	1	12	8.333333333333332
ATN1	0	0	1	0	0	0	0	0	1	1	1	12	8.333333333333332
ATOH1	0	0	0	0	1	0	0	0	1	1	1	12	8.333333333333332
ATP11B	0	0	0	0	0	0	0	1	1	1	1	12	8.333333333333332
BMP2K	0	0	1	0	0	0	0	0	1	1	1	12	8.333333333333332
C1QTNF8	0	0	0	0	1	0	0	0	1	1	1	12	8.333333333333332
C2orf71	0	0	0	0	1	0	0	0	1	1	1	12	8.333333333333332
CA9	0	0	0	0	1	0	0	0	1	1	1	12	8.333333333333332
CASKIN1	0	0	0	0	0	0	0	1	1	1	1	12	8.333333333333332
CCDC106	0	0	0	0	1	0	0	0	1	1	1	12	8.333333333333332
CDK13	0	0	0	0	1	0	0	0	1	1	1	12	8.333333333333332
CDK6	0	0	0	0	1	0	0	0	1	1	1	12	8.333333333333332
CENPB	0	0	0	0	0	0	0	1	1	1	1	12	8.333333333333332
CENPS-CORT	1	0	0	0	0	0	0	0	1	1	1	12	8.333333333333332
CHD3	0	0	1	0	0	0	0	0	1	1	1	12	8.333333333333332
CITED4	0	0	0	0	1	0	0	0	1	1	1	12	8.333333333333332
