Hugo_Symbol	Frame_Shift_Del	Frame_Shift_Ins	In_Frame_Del	Missense_Mutation	Nonsense_Mutation	Splice_Site	Translation_Start_Site	total	MutatedSamples	AlteredSamples	n_samples	altered_sample_percentage
KRAS	0	0	0	2	0	0	0	2	2	2	12	16.666666666666664
SUSD2	0	0	0	2	0	0	0	2	2	2	12	16.666666666666664
TRBV5-3	0	0	0	2	0	0	0	2	2	2	12	16.666666666666664
AHNAK2	0	0	0	1	0	0	0	1	1	1	12	8.333333333333332
AL033519.3	0	0	0	0	0	1	0	1	1	1	12	8.333333333333332
ANGPTL2	0	0	0	1	0	0	0	1	1	1	12	8.333333333333332
ANKRD18B	0	0	0	1	0	0	0	1	1	1	12	8.333333333333332
ANO8	0	0	0	1	0	0	0	1	1	1	12	8.333333333333332
AP2S1	0	0	0	1	0	0	0	1	1	1	12	8.333333333333332
APOBR	0	0	1	0	0	0	0	1	1	1	12	8.333333333333332
AQP9	0	0	0	1	0	0	0	1	1	1	12	8.333333333333332
ATAD2B	0	0	0	1	0	0	0	1	1	1	12	8.333333333333332
ATPAF1	0	0	0	1	0	0	0	1	1	1	12	8.333333333333332
CA2	0	0	0	1	0	0	0	1	1	1	12	8.333333333333332
CACTIN	0	0	0	1	0	0	0	1	1	1	12	8.333333333333332
CDH26	0	1	0	0	0	0	0	1	1	1	12	8.333333333333332
CDK4	0	0	0	1	0	0	0	1	1	1	12	8.333333333333332
CENPB	0	0	0	0	0	0	1	1	1	1	12	8.333333333333332
CKB	0	0	0	0	0	1	0	1	1	1	12	8.333333333333332
CNTNAP3	0	0	0	1	0	0	0	1	1	1	12	8.333333333333332
COL4A3	0	0	0	1	0	0	0	1	1	1	12	8.333333333333332
COL6A3	0	0	0	1	0	0	0	1	1	1	12	8.333333333333332
CTNND2	0	0	1	0	0	0	0	1	1	1	12	8.333333333333332
DLG1	0	0	1	0	0	0	0	1	1	1	12	8.333333333333332
DLX6	0	0	1	0	0	0	0	1	1	1	12	8.333333333333332
DUOX2	0	0	0	1	0	0	0	1	1	1	12	8.333333333333332
FAM120B	0	0	0	1	0	0	0	1	1	1	12	8.333333333333332
FAM47C	0	0	0	1	0	0	0	1	1	1	12	8.333333333333332
FBLIM1	0	0	0	0	1	0	0	1	1	1	12	8.333333333333332
FBXO46	0	0	0	1	0	0	0	1	1	1	12	8.333333333333332
FDX1	0	0	0	1	0	0	0	1	1	1	12	8.333333333333332
FIGNL1	0	0	0	0	1	0	0	1	1	1	12	8.333333333333332
GOLGA6C	0	0	0	1	0	0	0	1	1	1	12	8.333333333333332
GPC2	0	0	0	0	0	1	0	1	1	1	12	8.333333333333332
GPRIN1	0	0	0	1	0	0	0	1	1	1	12	8.333333333333332
HCFC2	0	0	0	0	0	1	0	1	1	1	12	8.333333333333332
HIST2H2AB	0	0	0	1	0	0	0	1	1	1	12	8.333333333333332
HLA-DQB2	0	0	0	1	0	0	0	1	1	1	12	8.333333333333332
HRCT1	0	0	1	0	0	0	0	1	1	1	12	8.333333333333332
IGFN1	0	0	0	1	0	0	0	1	1	1	12	8.333333333333332
IQSEC1	0	0	0	1	0	0	0	1	1	1	12	8.333333333333332
ITGA9	0	0	0	0	0	0	1	1	1	1	12	8.333333333333332
KLRC2	0	0	0	1	0	0	0	1	1	1	12	8.333333333333332
KRTAP16-1	0	0	0	1	0	0	0	1	1	1	12	8.333333333333332
LILRA6	0	0	0	1	0	0	0	1	1	1	12	8.333333333333332
LILRB2	0	0	0	1	0	0	0	1	1	1	12	8.333333333333332
LINC02319	0	0	0	0	0	1	0	1	1	1	12	8.333333333333332
LRP5	0	0	1	0	0	0	0	1	1	1	12	8.333333333333332
MAGEA10	0	0	0	1	0	0	0	1	1	1	12	8.333333333333332
MAZ	0	0	0	1	0	0	0	1	1	1	12	8.333333333333332
MUC4	0	0	0	1	0	0	0	1	1	1	12	8.333333333333332
MUC7	0	0	0	1	0	0	0	1	1	1	12	8.333333333333332
NBPF1	0	0	0	1	0	0	0	1	1	1	12	8.333333333333332
NBPF14	0	0	0	1	0	0	0	1	1	1	12	8.333333333333332
NCOA1	0	0	0	1	0	0	0	1	1	1	12	8.333333333333332
NF1	0	0	0	1	0	0	0	1	1	1	12	8.333333333333332
NT5C1B	0	0	0	1	0	0	0	1	1	1	12	8.333333333333332
NUMA1	0	0	0	0	0	1	0	1	1	1	12	8.333333333333332
OR8G5	0	0	0	1	0	0	0	1	1	1	12	8.333333333333332
OTOP1	0	0	0	1	0	0	0	1	1	1	12	8.333333333333332
PLEKHH3	1	0	0	0	0	0	0	1	1	1	12	8.333333333333332
PPA2	0	0	0	0	0	1	0	1	1	1	12	8.333333333333332
PPFIA3	0	0	0	1	0	0	0	1	1	1	12	8.333333333333332
PRAMEF17	0	0	0	1	0	0	0	1	1	1	12	8.333333333333332
PRSS21	0	0	0	1	0	0	0	1	1	1	12	8.333333333333332
PRUNE2	0	0	0	1	0	0	0	1	1	1	12	8.333333333333332
PSME2	0	0	0	1	0	0	0	1	1	1	12	8.333333333333332
PTCH1	0	0	0	1	0	0	0	1	1	1	12	8.333333333333332
PTCH2	0	0	0	1	0	0	0	1	1	1	12	8.333333333333332
PTGDR2	0	0	0	1	0	0	0	1	1	1	12	8.333333333333332
PTPRN2	0	0	0	1	0	0	0	1	1	1	12	8.333333333333332
PTPRS	0	0	0	1	0	0	0	1	1	1	12	8.333333333333332
RAD54L2	0	0	1	0	0	0	0	1	1	1	12	8.333333333333332
RAMP2	0	0	1	0	0	0	0	1	1	1	12	8.333333333333332
RHBDF1	0	0	0	1	0	0	0	1	1	1	12	8.333333333333332
RPL10	0	0	0	1	0	0	0	1	1	1	12	8.333333333333332
RPTN	0	0	0	1	0	0	0	1	1	1	12	8.333333333333332
RRAGC	0	0	0	1	0	0	0	1	1	1	12	8.333333333333332
RRP12	0	0	1	0	0	0	0	1	1	1	12	8.333333333333332
RXYLT1	0	0	0	1	0	0	0	1	1	1	12	8.333333333333332
SALL2	0	0	0	0	0	0	1	1	1	1	12	8.333333333333332
SEC13	0	0	0	0	0	1	0	1	1	1	12	8.333333333333332
SEC16B	0	0	0	1	0	0	0	1	1	1	12	8.333333333333332
SELENON	0	0	0	0	0	1	0	1	1	1	12	8.333333333333332
SIGLEC7	0	0	0	0	0	0	1	1	1	1	12	8.333333333333332
SKIDA1	0	0	1	0	0	0	0	1	1	1	12	8.333333333333332
SLC35C2	0	0	0	1	0	0	0	1	1	1	12	8.333333333333332
SLC35G5	0	0	0	1	0	0	0	1	1	1	12	8.333333333333332
SLC38A10	0	0	0	1	0	0	0	1	1	1	12	8.333333333333332
SLC6A13	0	0	0	0	0	1	0	1	1	1	12	8.333333333333332
SMO	0	0	0	1	0	0	0	1	1	1	12	8.333333333333332
SOCS7	0	0	1	0	0	0	0	1	1	1	12	8.333333333333332
STATH	0	0	0	1	0	0	0	1	1	1	12	8.333333333333332
STXBP6	0	0	0	1	0	0	0	1	1	1	12	8.333333333333332
SYT2	0	0	0	0	0	1	0	1	1	1	12	8.333333333333332
TBC1D31	0	1	0	0	0	0	0	1	1	1	12	8.333333333333332
TC2N	0	0	0	1	0	0	0	1	1	1	12	8.333333333333332
TCF20	0	0	0	1	0	0	0	1	1	1	12	8.333333333333332
TEPP	0	0	0	1	0	0	0	1	1	1	12	8.333333333333332
TMC4	0	0	0	1	0	0	0	1	1	1	12	8.333333333333332
TNFRSF11A	0	0	0	1	0	0	0	1	1	1	12	8.333333333333332
TNPO2	0	0	0	1	0	0	0	1	1	1	12	8.333333333333332
USP35	0	0	0	1	0	0	0	1	1	1	12	8.333333333333332
UTP3	0	0	1	0	0	0	0	1	1	1	12	8.333333333333332
ZNF135	0	0	0	1	0	0	0	1	1	1	12	8.333333333333332
ZNF208	0	0	0	1	0	0	0	1	1	1	12	8.333333333333332
ZNF43	0	0	0	1	0	0	0	1	1	1	12	8.333333333333332
ZNF600	0	0	0	1	0	0	0	1	1	1	12	8.333333333333332
